timestamp,x_pos,y_pos,z_pos,qw,qx,qy,qz,raw_yaw_rad,corrected_yaw_rad,raw_yaw_deg,corrected_yaw_deg
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07307,-3.07307,-176.074,-176.074
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07262,-3.07262,-176.048,-176.048
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07244,-3.07244,-176.038,-176.038
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07267,-3.07267,-176.051,-176.051
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.0722,-3.0722,-176.024,-176.024
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07261,-3.07261,-176.047,-176.047
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07231,-3.07231,-176.031,-176.031
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07573,-3.07573,-176.226,-176.226
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07405,-3.07405,-176.13,-176.13
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07276,-3.07276,-176.056,-176.056
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07273,-3.07273,-176.055,-176.055
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07269,-3.07269,-176.052,-176.052
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07265,-3.07265,-176.05,-176.05
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07248,-3.07248,-176.04,-176.04
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07436,-3.07436,-176.148,-176.148
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07232,-3.07232,-176.031,-176.031
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07268,-3.07268,-176.052,-176.052
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07249,-3.07249,-176.041,-176.041
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07246,-3.07246,-176.039,-176.039
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07242,-3.07242,-176.037,-176.037
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07528,-3.07528,-176.2,-176.2
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07277,-3.07277,-176.057,-176.057
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07287,-3.07287,-176.062,-176.062
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07295,-3.07295,-176.067,-176.067
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07299,-3.07299,-176.07,-176.07
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07272,-3.07272,-176.054,-176.054
2025-03-03 18:26:38,0.0483904,8.03822,-0.0235082,-0.0340996,-0.0105332,-0.026071,0.999023,-3.07391,-3.07391,-176.122,-176.122
